,UID,ANS
11867,22307,"[[1], [1, 44, 53, 61, 32, 56, 67, 100, 86, 63]]"
11868,14538,"[[29], [29, 35, 26, 65, 1, 40, 53, 46, 32, 23]]"
11869,23223,"[[61], [61, 6, 35, 50, 70, 55, 29, 63, 74, 22]]"
11870,20589,"[[27], [27, 29, 15, 20, 17, 18, 65, 62, 68, 23]]"
11871,9639,"[[49], [49, 61, 56, 8, 5, 6, 63, 18, 1, 9]]"
11872,8568,"[[27], [27, 29, 35, 13, 21, 53, 2, 22, 26, 19]]"
11873,14047,"[[42], [42, 65, 14, 12, 36, 53, 69, 66, 28, 25]]"
11874,18588,"[[32], [32, 54, 29, 27, 47, 90, 7, 64, 25, 16]]"
11875,1672,"[[62], [62, 29, 68, 2, 28, 61, 60, 25, 70, 55]]"
11876,4916,"[[69], [69, 35, 61, 14, 56, 62, 63, 15]]"
11877,7208,"[[50], [50, 46, 62, 60, 42, 40, 97, 95, 59, 98]]"
11878,14715,"[[62], [62, 29, 56, 42, 14, 36, 26, 70, 31, 38]]"
11879,12299,"[[50], [50, 5, 61, 19, 28, 17, 14, 10, 13, 2]]"
11880,22906,"[[31], [31, 36, 32, 51, 40, 70, 10, 4, 46, 71]]"
11881,11653,"[[32], [32, 21, 36, 39, 72, 47, 84, 82, 20, 88]]"
11882,10560,"[[50], [50, 62, 36, 28]]"
11883,24785,"[[53], [53, 65, 6, 13, 26, 15, 25, 47, 4, 38]]"
11884,7843,"[[35], [35, 27, 49, 56, 99, 66, 5, 38, 20]]"
11885,22284,"[[6], [6, 28, 48, 23, 59, 66, 93, 31, 21, 53]]"
11886,23718,"[[32], [32, 68, 69, 36, 65, 21, 26, 3, 55, 22]]"
11887,870,"[[31], [31, 27, 3, 65, 22, 66, 53, 67, 62, 68]]"
11888,13958,"[[36], [36, 62, 68, 65, 5, 48, 42, 14, 1, 11]]"
11889,13410,"[[68], [68, 54, 66, 19, 31, 56, 6, 63, 45, 2]]"
11890,24737,"[[88], [88, 78, 82, 73, 38, 44, 57, 68, 36, 83]]"
11891,10491,"[[29], [29, 28, 68, 60, 91, 8, 42, 27, 1, 14]]"
11892,19930,"[[36], [36, 11, 38, 20, 5, 42, 51, 22, 18, 7]]"
11893,4244,"[[52], [52, 3, 21, 12, 56, 60, 48, 47, 17, 90]]"
11894,23786,"[[29], [29, 31, 53, 54, 34, 55, 66, 39, 41, 57]]"
11895,5365,"[[21], [21, 12, 39, 36, 50, 27, 40, 18, 47, 67]]"
11896,14395,"[[73], [73, 77, 62, 54, 6, 19, 86, 70, 48, 39]]"
11897,21437,"[[31], [31, 53, 69, 34, 68, 5, 2, 62, 92, 91]]"
11898,7596,"[[54], [54, 50, 56, 14, 65, 97, 11, 12, 61, 23]]"
11899,20713,"[[62], [62, 89, 35, 55, 47, 83, 66, 61, 56, 38]]"
11900,13443,"[[50], [50, 66, 61, 43, 20]]"
11901,322,"[[54], [54, 27, 35, 100, 69, 80, 6, 68, 85, 46]]"
11902,18672,"[[29], [29, 65, 53, 12, 46, 67, 19]]"
11903,1618,"[[62], [62, 32, 38, 22, 7, 8, 13, 17]]"
11904,18545,"[[50], [50, 29, 49, 48, 14, 12, 38, 11, 83, 45]]"
11905,17460,"[[48], [48, 66, 61, 38, 50, 10, 27, 9, 23, 6]]"
11906,3990,"[[76], [76, 35, 32, 40, 21, 39, 80, 1, 43, 69]]"
11907,12984,"[[49], [49, 63, 70, 27, 12, 55, 52, 22, 13, 8]]"
11908,19084,"[[15], [15, 32, 81, 35, 53, 83, 62, 87, 82, 85]]"
11909,13855,"[[42], [42, 12, 52, 54, 22, 6, 32, 49, 40, 62]]"
11910,15277,"[[18], [18, 68, 60, 47, 61, 55, 56, 42, 14, 34]]"
11911,21264,"[[76], [76, 47, 8, 46, 19, 20, 25]]"
11912,12161,"[[36], [36, 11, 69, 35, 24, 38, 25, 56, 64, 1]]"
11913,16362,"[[12], [12, 65, 29, 22, 70, 23, 60, 7, 16]]"
11914,9815,"[[72], [72, 50, 91, 62, 73, 69, 47, 55, 79, 3]]"
11915,2449,"[[36], [36, 83, 87, 60, 84, 82, 85, 3, 8, 63]]"
11916,18876,"[[65], [65, 42, 38, 62, 98, 83, 87, 43, 93, 47]]"
11917,6767,"[[50], [50, 7, 32, 34, 49, 39, 6, 52, 14, 15]]"
11918,955,"[[29], [29, 35, 48, 61, 53, 23, 56, 40, 8, 42]]"
11919,9906,"[[50], [50, 27, 69, 53, 34, 11, 25, 32, 56, 14]]"
11920,4420,"[[50], [50, 66, 32, 49, 65, 48, 14, 3, 25, 28]]"
11921,12402,"[[49], [49, 62, 56, 47, 53, 28, 95, 19]]"
11922,8068,"[[49], [49, 12, 35, 34, 48, 70, 38, 99, 67]]"
11923,4830,"[[65], [65, 49, 69, 11, 56, 6, 26, 51, 10, 34]]"
11924,11192,"[[15], [15, 7, 50, 20, 41, 55, 69, 30, 6, 63]]"
11925,15872,"[[65], [65, 54, 1, 18, 26, 72, 11, 16, 40, 25]]"
11926,9576,"[[27], [27, 21, 66, 12, 26, 73, 56, 40, 7]]"
11927,8262,"[[1], [1, 36, 68, 92, 18, 46, 22, 42]]"
11928,15592,"[[28], [28, 61, 66, 47, 71, 48, 93, 25, 46, 38]]"
11929,6429,"[[66], [66, 28, 43, 29, 52, 3, 12, 42, 51, 85]]"
11930,3787,"[[68], [68, 49, 84, 1, 90, 46, 10, 23, 27, 59]]"
11931,13532,"[[88], [88, 78, 27, 62, 53, 79, 29, 100, 70, 12]]"
11932,17074,"[[61], [61, 73, 31, 78, 65, 76, 49, 51, 98, 36]]"
11933,11241,"[[27], [27, 49, 69, 48, 38, 51, 41, 18, 20]]"
11934,9920,"[[25], [25, 91, 27, 46, 51, 48, 19, 6, 69, 66]]"
11935,14598,"[[65], [65, 27, 54, 32, 14, 10, 39, 25, 38, 5]]"
11936,9674,"[[25], [25, 33, 69, 65, 42, 15, 98, 16, 28]]"
11937,21882,"[[53], [53, 89, 72, 21, 88, 2, 25, 1, 59, 94]]"
11938,23251,"[[62], [62, 66, 56, 54, 45, 35, 65, 79, 34, 67]]"
11939,14354,"[[72], [72, 36, 89, 21, 49, 97, 56, 65, 88, 19]]"
11940,18479,"[[19], [19, 31, 36, 66, 61, 68, 28, 32, 12, 38]]"
11941,16665,"[[29], [29, 65, 10, 54, 22, 38, 49, 47, 67, 86]]"
11942,22986,"[[50], [50, 55, 65, 34, 38, 40, 23, 60, 17]]"
11943,2094,"[[21], [21, 39, 54, 25, 61, 45, 96, 19, 34, 59]]"
11944,18587,"[[27], [27, 32, 11, 21, 35, 22, 38, 12, 40, 14]]"
11945,6062,"[[62], [62, 89, 54, 53, 35, 42, 96, 8, 59, 43]]"
11946,1299,"[[61], [61, 31, 78, 6, 32, 84, 36, 10, 48, 38]]"
11947,4861,"[[48], [48, 36, 62, 64, 27, 63, 66, 59, 53, 46]]"
11948,5559,"[[29], [29, 5, 27, 54, 61, 7, 62, 33, 52, 14]]"
11949,8514,"[[53], [53, 32, 14, 46, 25, 3, 9, 23, 64, 4]]"
11950,2254,"[[62], [62, 93, 50, 71, 77, 86, 76, 88, 27, 65]]"
11951,14996,"[[29], [29, 1, 32, 62, 27, 68, 11, 61, 10, 87]]"
11952,19443,"[[12], [12, 28, 54, 26, 70, 38, 29, 53, 7, 17]]"
11953,2284,"[[29], [29, 97, 94, 56, 93, 7, 72, 84, 41, 100]]"
11954,13383,"[[10], [10, 29, 6, 21, 91, 35, 86, 96, 80, 54]]"
11955,8489,"[[50], [50, 69, 49, 56, 29, 91, 22, 55, 34, 96]]"
11956,2344,"[[89], [89, 48, 38, 5, 20, 43, 13, 17]]"
11957,4741,"[[50], [50, 27, 2, 15, 62, 46, 48, 37, 41, 81]]"
11958,13594,"[[38], [38, 27, 65, 66, 32, 41, 28, 30, 43, 93]]"
11959,19099,"[[49], [49, 50, 69, 56, 55, 23, 22, 70, 25]]"
11960,2095,"[[89], [89, 54, 62, 28, 93, 21, 53, 50, 98, 88]]"
11961,4206,"[[32], [32, 53, 54, 35, 66, 21, 28, 5, 39, 56]]"
11962,1163,"[[48], [48, 69, 29, 7, 20, 17, 22]]"
11963,5364,"[[31], [31, 100, 3, 48, 89, 40, 17, 1, 12, 80]]"
11964,15047,"[[53], [53, 13, 31, 65, 62, 61, 17, 40, 23, 12]]"
11965,11755,"[[62], [62, 35, 34, 31, 26, 39, 41, 13, 18, 15]]"
11966,23997,"[[81], [81, 65, 72, 53, 22, 6, 11, 54, 56, 25]]"
11967,9076,"[[36], [36, 50, 31, 49, 69, 53, 65, 21, 47, 56]]"
11968,16111,"[[54], [54, 72, 35, 19, 56, 83, 61, 46, 15, 81]]"
11969,11904,"[[36], [36, 69, 53, 54, 31, 65, 42, 46, 97, 81]]"
11970,7785,"[[50], [50, 21, 66, 56, 25, 15, 39]]"
11971,4194,"[[89], [89, 3, 36, 35, 38, 27, 40, 25, 61, 42]]"
11972,112,"[[35], [35, 53, 62, 31, 38, 45, 48, 23, 5, 8]]"
11973,21828,"[[49], [49, 66, 54, 31, 39, 14, 56, 88, 40, 35]]"
11974,19588,"[[29], [29, 35, 46, 15, 60, 27, 17, 65, 18, 26]]"
11975,12287,"[[93], [93, 45, 65, 39, 49, 66, 8, 53]]"
11976,20215,"[[29], [29, 8, 50, 36, 2, 57, 3, 38, 27, 32]]"
11977,12599,"[[27], [27, 54, 50, 29, 89, 28, 56, 93, 87, 88]]"
11978,19911,"[[3], [3, 55, 61, 69, 34, 53, 10, 56, 38, 78]]"
11979,20349,"[[34], [34, 21, 50, 53, 76, 73, 78, 38, 56, 28]]"
11980,23834,"[[36], [36, 61, 65, 93, 12, 100, 42, 41, 40, 38]]"
11981,22985,"[[62], [62, 49, 53, 46, 36, 6, 82, 22, 42, 24]]"
11982,3484,"[[50], [50, 56, 49, 14, 10, 31, 40, 28, 52, 55]]"
11983,9323,"[[95], [95, 87, 34, 12, 22, 14, 27, 100, 98, 56]]"
11984,4405,"[[35], [35, 94, 68, 49, 69, 97, 57, 47, 2, 76]]"
11985,6310,"[[38], [38, 31, 23, 1, 66, 50, 70, 39, 91, 29]]"
11986,18452,"[[75], [75, 19, 62, 28, 27, 39, 41, 25]]"
11987,8241,"[[100], [100, 77, 41, 83, 52, 14, 78, 42, 6, 26]]"
11988,9404,"[[62], [62, 32, 48, 45, 46, 19, 7, 17, 15]]"
11989,21443,"[[10], [10, 68, 28, 66, 36, 24, 42, 65, 14, 11]]"
11990,20931,"[[89], [89, 94, 86, 77, 76, 27, 100, 11, 24, 64]]"
11991,4055,"[[21], [21, 80, 32, 27, 68, 16, 31, 3, 52, 57]]"
11992,24459,"[[29], [29, 27, 95, 76, 66, 62, 32, 100, 49, 98]]"
11993,11511,"[[29], [29, 53, 62, 54, 27, 19, 14, 10, 5, 20]]"
11994,5657,"[[21], [21, 78, 81, 83, 84, 11, 90, 80, 79, 52]]"
11995,3549,"[[54], [54, 65, 49, 68, 14, 26, 38, 97, 63, 15]]"
11996,10493,"[[50], [50, 29, 28, 48, 38, 12, 1, 45, 22, 15]]"
11997,7058,"[[91], [91, 36, 15, 95, 87, 54, 81, 76, 29, 61]]"
11998,12919,"[[35], [35, 1, 53, 11, 10, 38, 26, 25, 9, 37]]"
11999,12970,"[[63], [63, 70, 38, 53, 10, 27, 21, 35, 12, 56]]"
12000,3533,"[[42], [42, 45, 90, 52, 55, 87, 70, 3, 2, 20]]"
12001,5196,"[[48], [48, 35, 1, 29, 56, 45, 64, 31, 14, 34]]"
12002,20746,"[[46], [46, 32, 27, 28, 65, 21, 94, 96, 76, 64]]"
12003,23543,"[[47], [47, 39, 68, 12, 62, 26, 49, 58, 36, 53]]"
12004,10825,"[[81], [81, 94, 39, 35, 95, 32, 49, 61, 20, 67]]"
12005,23623,"[[89], [89, 54, 53, 100, 49, 66, 10, 39, 3, 38]]"
12006,18343,"[[62], [62, 32, 49, 53, 65, 70, 45, 81, 51, 18]]"
12007,16159,"[[78], [78, 67, 87, 99, 24, 39, 91, 14, 90, 75]]"
12008,20381,"[[50], [50, 36, 62, 49, 72, 48, 53, 8, 15]]"
12009,771,"[[27], [27, 21, 29, 68, 46, 40, 38, 17]]"
12010,3896,"[[49], [49, 27, 61, 53, 90, 35, 69, 5, 81, 39]]"
12011,11834,"[[31], [31, 1, 12, 47, 28, 39, 99, 77, 4, 51]]"
12012,3074,"[[30], [30, 34, 22, 41, 10, 48, 40, 33, 68, 49]]"
12013,4804,"[[36], [36, 29, 69, 56, 46, 49, 42, 21, 61, 96]]"
12014,4466,"[[56], [56, 32, 48, 86, 87, 84, 90, 41, 21, 70]]"
12015,20866,"[[51], [51, 11, 65, 55, 70, 35, 91, 18, 68, 19]]"
12016,6867,"[[62], [62, 63, 94, 32, 86, 91, 42, 14, 23, 76]]"
12017,8260,"[[6], [6, 100, 93, 32, 54, 66, 62, 21, 31, 70]]"
12018,299,"[[53], [53, 31, 21, 49, 66, 40, 47, 25, 1, 23]]"
12019,7252,"[[61], [61, 53, 21, 38, 37, 44]]"
12020,11799,"[[11], [11, 25, 14, 3, 30, 9, 61, 67, 69, 64]]"
12021,10972,"[[68], [68, 49, 27, 36, 93, 82, 73, 97, 83, 92]]"
12022,21365,"[[27], [27, 64, 50, 8, 12, 56, 32, 6, 58, 39]]"
12023,2988,"[[28], [28, 68, 45, 67, 43, 37, 33, 39, 74, 16]]"
12024,5887,"[[94], [94, 66, 79, 65, 12, 50, 97, 98, 84, 95]]"
12025,14424,"[[27], [27, 55, 89, 62, 66, 5, 7, 8]]"
12026,3759,"[[83], [83, 27, 50, 81, 49, 47, 28, 26, 48, 92]]"
12027,20617,"[[49], [49, 62, 50, 54, 26, 14, 13, 18, 16, 35]]"
12028,21779,"[[21], [21, 29, 26, 31, 53, 49, 40, 89, 62, 28]]"
12029,3034,"[[61], [61, 65, 53, 11, 42, 47, 36, 48, 12, 30]]"
12030,12067,"[[83], [83, 93, 77, 71, 79, 76, 84, 85, 35, 50]]"
12031,7102,"[[36], [36, 62, 76, 47, 38, 45, 20, 34, 25, 67]]"
12032,4508,"[[21], [21, 31, 26, 45, 11, 12, 66, 3, 68, 43]]"
12033,9020,"[[66], [66, 69, 48, 12, 26, 34]]"
12034,3925,"[[3], [3, 45, 12, 47, 27, 55, 21, 80, 89, 93]]"
12035,14213,"[[80], [80, 77, 54, 93, 75, 62, 32, 34, 88, 91]]"
12036,9935,"[[18], [18, 27, 68, 49, 31, 38, 56, 57, 48, 6]]"
12037,19500,"[[62], [62, 32, 50, 48, 56, 38, 31, 67]]"
12038,14607,"[[32], [32, 61, 50, 35, 29, 62, 65, 100, 83, 3]]"
12039,7892,"[[96], [96, 81, 100, 54, 29, 27, 86, 21, 6, 31]]"
12040,4591,"[[50], [50, 36, 56, 54, 68, 34, 75, 5, 52]]"
12041,12496,"[[14], [14, 69, 80, 72, 78, 76, 2, 98, 56, 87]]"
12042,18184,"[[68], [68, 35, 19, 23, 5, 8, 60, 24, 65, 16]]"
12043,13770,"[[11], [11, 22, 69, 49, 91, 7, 5, 98, 86, 17]]"
12044,8208,"[[27], [27, 50, 21, 36, 49, 66, 48, 42, 11, 45]]"
12045,452,"[[62], [62, 46, 7, 55, 28, 20]]"
12046,10547,"[[34], [34, 12, 42, 29, 35, 66, 36, 6, 2, 40]]"
12047,18428,"[[65], [65, 62, 21, 49, 61, 46, 12, 38, 25, 48]]"
12048,21308,"[[35], [35, 53, 27, 42, 48, 8, 43, 13]]"
12049,22072,"[[26], [26, 65, 34, 31, 32, 61, 20]]"
12050,11558,"[[43], [43, 64, 54, 37, 34, 11, 26, 40, 6, 58]]"
12051,6640,"[[27], [27, 49, 66, 42, 56, 22, 34, 47, 52, 23]]"
12052,17302,"[[7], [7, 49, 35, 96, 95, 68, 1, 99, 5, 11]]"
12053,14951,"[[89], [89, 62, 54, 49, 76, 10, 61, 59, 65, 83]]"
12054,22634,"[[65], [65, 54, 39, 22, 11, 50, 68, 36, 46, 100]]"
12055,6645,"[[31], [31, 65, 39, 48, 19, 20, 17, 13, 15]]"
12056,9349,"[[36], [36, 61, 21, 65, 3, 35, 25, 87, 1, 48]]"
12057,4046,"[[96], [96, 86, 90, 59, 83, 77, 70, 23, 62, 49]]"
12058,4097,"[[32], [32, 54, 31, 22, 11, 65, 15, 6, 3, 59]]"
12059,11862,"[[62], [62, 26, 14, 5, 47, 45, 86, 40, 63, 23]]"
12060,5977,"[[27], [27, 54, 32, 80, 49, 3, 2, 8, 16, 60]]"
12061,5600,"[[32], [32, 53, 47, 7, 10, 12, 60, 19, 26, 18]]"
12062,10304,"[[2], [2, 35, 53, 27, 62, 25, 34, 49, 14, 67]]"
12063,3935,"[[19], [19, 36, 5, 80, 61, 18, 54, 23, 21, 76]]"
12064,28,"[[15], [15, 32, 5, 27, 46, 22, 23, 55, 40, 11]]"
12065,3460,"[[48], [48, 10, 35, 95, 66, 45, 91, 99, 85, 41]]"
12066,12306,"[[50], [50, 35, 27, 29, 61, 42, 78, 19, 8, 15]]"
12067,2553,"[[65], [65, 11, 69, 5, 6, 62, 92, 40, 18, 19]]"
12068,11230,"[[38], [38, 68, 39, 52, 26, 22, 76, 9, 30, 94]]"
12069,21710,"[[29], [29, 36, 32, 53, 69, 54, 5, 66, 11, 87]]"
12070,1287,"[[29], [29, 36, 27, 17, 61, 89, 25, 45, 3, 34]]"
12071,9440,"[[87], [87, 92, 93, 49, 88, 91, 36, 27, 94, 81]]"
12072,12913,"[[32], [32, 62, 53, 49, 56, 97, 11, 42, 81, 55]]"
12073,9573,"[[35], [35, 27, 31, 66, 11, 61, 68, 46, 81, 40]]"
12074,10962,"[[89], [89, 62, 14, 20, 34, 42, 39, 22, 40, 73]]"
12075,5312,"[[14], [14, 50, 60, 10, 61, 66, 17, 13, 15, 18]]"
12076,14409,"[[50], [50, 65, 53, 47, 22, 81, 9, 25, 52, 59]]"
12077,544,"[[53], [53, 97, 87, 22, 56, 66, 3, 11, 45, 13]]"
12078,9609,"[[12], [12, 22, 78, 89, 92, 81, 93, 91, 69, 68]]"
12079,8861,"[[32], [32, 54, 63, 27, 66, 90, 69, 45, 30, 70]]"
12080,1501,"[[6], [6, 32, 48, 21, 38, 50, 54, 34, 52, 73]]"
12081,14103,"[[66], [66, 48, 38, 7]]"
12082,23937,"[[29], [29, 36, 35, 11, 32, 1, 66, 17, 97, 48]]"
12083,5734,"[[62], [62, 72, 67, 86, 10, 60, 56, 80, 59, 25]]"
12084,21648,"[[36], [36, 29, 54, 32, 66, 62, 38, 19, 8]]"
12085,24948,"[[32], [32, 66, 53, 11, 56, 50, 22, 40, 20]]"
12086,17600,"[[32], [32, 35, 49, 65, 22, 26, 19, 17, 16]]"
12087,557,"[[62], [62, 18, 35, 56, 55, 14, 65, 12, 39]]"
12088,12342,"[[50], [50, 49, 39, 83, 35, 14, 100, 6, 76, 53]]"
12089,201,"[[21], [21, 35, 22, 26, 14, 13, 64, 49, 43, 20]]"
12090,2577,"[[32], [32, 50, 62, 53, 29, 7, 63, 45, 40, 65]]"
12091,4391,"[[21], [21, 6, 36, 31, 45, 38, 20, 52, 59, 18]]"
12092,13305,"[[58], [58, 68, 36, 17, 49, 50, 54, 53, 42, 26]]"
12093,23291,"[[49], [49, 68, 50, 27, 14, 12, 70, 22, 8, 16]]"
12094,8970,"[[78], [78, 68, 82, 61, 92, 53, 54, 48, 83, 75]]"
12095,24197,"[[29], [29, 46, 31, 38, 12, 34, 7, 3, 18, 60]]"
12096,23914,"[[68], [68, 40, 31, 61, 19, 5, 53, 20, 15]]"
12097,11964,"[[5], [5, 50, 49, 35, 54, 7, 65, 6, 46, 16]]"
12098,24415,"[[56], [56, 27, 39, 31, 19, 45, 34, 25, 38, 22]]"
12099,8800,"[[32], [32, 68, 53, 36, 61, 88, 42, 63, 26, 70]]"
12100,922,"[[31], [31, 6, 61, 40, 32, 25, 35, 34, 41, 67]]"
12101,12543,"[[47], [47, 12, 56, 69, 31, 3, 57, 43, 75, 7]]"
12102,8522,"[[28], [28, 36, 72, 93, 92, 96, 21, 83, 88, 97]]"
12103,22818,"[[36], [36, 21, 42, 75, 34, 66, 54, 55, 52, 57]]"
12104,22661,"[[2], [2, 42, 50, 27, 52, 11, 22, 40, 5, 61]]"
12105,6228,"[[69], [69, 32, 35, 54, 42, 2, 9, 30, 75]]"
12106,11750,"[[50], [50, 36, 21, 54, 14, 62, 40, 68, 19, 41]]"
12107,8021,"[[35], [35, 2, 25, 32, 95, 44, 88, 92, 93, 11]]"
12108,1127,"[[53], [53, 35, 61, 42, 86, 55, 22, 20, 9, 45]]"
12109,3603,"[[62], [62, 19, 27, 69, 28, 42, 40, 26]]"
12110,13682,"[[36], [36, 29, 27, 96, 10, 11, 46, 100, 75, 38]]"
12111,14902,"[[80], [80, 6, 85, 99, 70, 84, 69, 58, 89, 12]]"
12112,20297,"[[36], [36, 25, 22, 32, 69, 35, 46, 62, 21, 49]]"
12113,3771,"[[86], [86, 27, 62, 11, 60, 24, 70, 64, 5, 21]]"
12114,19490,"[[10], [10, 48, 1, 97, 61, 64, 6, 41, 26, 30]]"
12115,10766,"[[68], [68, 62, 93, 18, 42, 15, 45, 38, 59, 70]]"
12116,11255,"[[7], [7, 53, 21, 12, 45, 26, 14, 13]]"
12117,13314,"[[50], [50, 36, 27, 65, 21, 42, 14, 62, 18, 55]]"
12118,20457,"[[18], [18, 53, 1, 15, 48, 10, 49, 21, 22, 57]]"
12119,14191,"[[54], [54, 61, 47, 28, 46, 18, 5, 23, 55, 13]]"
12120,8308,"[[50], [50, 53, 29, 31, 35, 17, 42, 28, 1, 99]]"
12121,12774,"[[47], [47, 18, 61, 54, 31, 23, 24, 59, 40, 42]]"
12122,6094,"[[65], [65, 32, 45, 8, 19, 74, 16]]"
12123,15733,"[[29], [29, 27, 56, 14, 28, 6, 100, 96, 92, 5]]"
12124,15119,"[[76], [76, 10, 35, 46, 49, 70, 9, 51, 43, 24]]"
12125,3097,"[[62], [62, 66, 69, 49, 56, 61, 48, 15, 21, 63]]"
12126,18720,"[[35], [35, 10, 11, 47, 45, 18, 48, 28, 43, 19]]"
12127,2991,"[[36], [36, 62, 78, 35, 5, 47, 46, 34, 45, 40]]"
12128,5248,"[[50], [50, 7, 27, 53, 69, 5, 9, 63, 21, 57]]"
12129,12716,"[[88], [88, 96, 84, 50, 99, 60, 5, 13, 56, 33]]"
12130,21994,"[[79], [79, 89, 83, 76, 31, 42, 28, 92, 48, 40]]"
12131,3295,"[[42], [42, 69, 100, 6, 11, 56, 22, 43, 67, 1]]"
12132,12055,"[[2], [2, 65, 93, 46, 66, 31, 14, 96, 11, 12]]"
12133,12436,"[[54], [54, 53, 35, 21, 14, 93, 18, 20, 15]]"
12134,17752,"[[49], [49, 29, 53, 35, 42, 56, 40, 26, 2, 25]]"
12135,2593,"[[18], [18, 68, 35, 66, 54, 14]]"
12136,18551,"[[29], [29, 27, 2, 87, 14, 68, 42, 15, 25, 40]]"
12137,22209,"[[53], [53, 54, 69, 1, 5, 64, 3, 31, 81, 46]]"
12138,22279,"[[54], [54, 62, 29, 26, 52, 92, 63, 3, 41, 17]]"
12139,2784,"[[53], [53, 28, 50, 36, 21, 100, 45, 30, 90, 20]]"
12140,1268,"[[28], [28, 22, 21, 50, 3, 41, 11, 39, 35, 72]]"
12141,19097,"[[56], [56, 26, 21, 14, 6, 34, 55, 5, 7]]"
12142,10183,"[[82], [82, 54, 35, 66, 68, 28, 96, 14, 75, 12]]"
12143,22556,"[[36], [36, 8, 52, 53, 15, 35, 76, 33, 9, 69]]"
12144,11439,"[[91], [91, 87, 15, 97, 86, 62, 54, 65, 35, 3]]"
12145,18086,"[[37], [37, 9, 50, 40, 62, 59, 2, 70, 57, 39]]"
12146,9217,"[[27], [27, 26, 56, 6, 46, 100, 52, 22, 10, 3]]"
12147,7916,"[[29], [29, 62, 53, 48, 88, 28, 3, 45, 40, 22]]"
12148,10096,"[[54], [54, 27, 62, 32, 46, 70, 13]]"
12149,529,"[[21], [21, 14, 42, 26, 12, 46, 54, 59, 17, 13]]"
12150,15530,"[[62], [62, 69, 61, 42, 21, 56, 28, 47, 46, 38]]"
12151,24349,"[[66], [66, 50, 29, 53, 100, 39, 12, 51, 34, 64]]"
12152,16371,"[[29], [29, 27, 31, 53, 25, 51, 68, 85, 67, 4]]"
12153,9752,"[[32], [32, 62, 8, 65, 38, 16]]"
12154,533,"[[29], [29, 56, 3, 47, 10, 40, 60, 63, 52, 67]]"
12155,15657,"[[50], [50, 32, 36, 62, 28, 19, 8, 34, 31, 13]]"
12156,1039,"[[29], [29, 36, 32, 65, 48, 46, 6, 47, 8, 13]]"
12157,5324,"[[97], [97, 8, 56, 46, 66, 21, 82, 76, 90, 92]]"
12158,14736,"[[66], [66, 28, 39, 45, 65, 51, 9, 91, 5, 37]]"
12159,940,"[[21], [21, 14, 66, 50, 25, 53, 2, 88, 28, 73]]"
12160,2674,"[[32], [32, 19, 68, 42, 65, 48, 20, 8, 70, 17]]"
12161,2788,"[[93], [93, 88, 78, 50, 54, 98, 80, 62, 79, 66]]"
12162,20203,"[[93], [93, 88, 63, 98, 76, 56, 5, 69, 7, 23]]"
12163,23555,"[[93], [93, 49, 90, 48, 21, 87, 92, 12, 70, 25]]"
12164,5343,"[[68], [68, 36, 31, 50, 48, 46, 38, 21, 3, 63]]"
12165,17714,"[[28], [28, 53, 5, 47, 65, 21, 20, 42, 39, 12]]"
12166,17801,"[[45], [45, 2, 50, 32, 3, 66, 23, 47, 54, 91]]"
12167,13052,"[[21], [21, 49, 26, 62, 46, 14, 12, 54, 38, 61]]"
12168,6185,"[[73], [73, 89, 72, 96, 68, 98, 5, 31, 21, 70]]"
12169,22457,"[[36], [36, 92, 25, 56, 77, 61, 65, 62, 41, 99]]"
12170,8008,"[[32], [32, 68, 50, 47, 48, 61, 66, 55, 56, 5]]"
12171,2,"[[100], [100, 52, 80, 75, 30, 5, 72, 98, 37, 17]]"
12172,4285,"[[29], [29, 36, 27, 32, 61, 72, 7, 83, 21, 1]]"
12173,24031,"[[3], [3, 36, 64, 45, 2, 41, 32, 43, 69, 39]]"
12174,10033,"[[27], [27, 35, 54, 66, 72, 76, 96, 14, 11, 98]]"
12175,22012,"[[27], [27, 50, 69, 53, 35, 68, 21, 47, 16]]"
12176,24570,"[[50], [50, 62, 66, 56, 31, 28, 26, 2, 18, 14]]"
12177,2653,"[[48], [48, 6, 47, 9, 43, 70, 24, 66, 46, 31]]"
12178,13781,"[[69], [69, 83, 54, 47, 42, 27, 36, 31, 81, 65]]"
12179,11830,"[[72], [72, 3, 76, 31, 65, 54, 93, 1, 35, 53]]"
12180,3924,"[[68], [68, 48, 52, 38, 1, 81, 3, 41, 67, 37]]"
12181,3891,"[[50], [50, 35, 27, 66, 72, 10, 65, 3, 6, 37]]"
12182,9620,"[[32], [32, 65, 2, 8, 61, 38, 11, 22, 3, 20]]"
12183,2140,"[[83], [83, 81, 27, 42, 85, 76, 35, 34, 46, 5]]"
12184,8929,"[[27], [27, 69, 35, 93, 49, 25, 45, 40, 9, 95]]"
12185,17226,"[[42], [42, 66, 46, 11, 48, 17, 18, 15]]"
12186,18349,"[[62], [62, 53, 91, 21, 61, 29, 40, 14, 20, 59]]"
12187,16434,"[[11], [11, 47, 61, 27, 66, 68, 53, 30, 64, 33]]"
12188,22179,"[[89], [89, 10, 27, 22, 54, 65, 97, 8, 26, 57]]"
12189,15463,"[[62], [62, 28, 66, 56, 96, 27, 46, 60, 42, 59]]"
12190,7290,"[[46], [46, 10, 55, 61, 3, 56, 45, 38, 73, 68]]"
12191,8777,"[[53], [53, 35, 69, 47, 48, 20, 22, 38, 23, 4]]"
